重庆电信-组播1,#genre#
重庆社会与法,http://zj.zh.kg:4070/rtp/235.254.198.181:7980
重庆社会与法,http://zj.zh.kg:4070/rtp/235.254.199.181:7980$1080p
重庆移动电视,http://zj.zh.kg:4070/rtp/235.254.198.170:7980$1080p
重庆移动电视,http://zj.zh.kg:4070/rtp/235.254.199.170:7980
重庆红叶,http://zj.zh.kg:4070/rtp/235.254.197.111:7980$576p
重庆红叶,http://zj.zh.kg:4070/rtp/235.254.198.188:7980$1080p
重庆红叶,http://zj.zh.kg:4070/rtp/235.254.199.188:7980$1080p
重庆红岩文化,http://zj.zh.kg:4070/rtp/235.254.197.107:7980$576p
重庆红岩文化,http://zj.zh.kg:4070/rtp/235.254.198.182:7980
重庆红岩文化,http://zj.zh.kg:4070/rtp/235.254.199.182:7980$1080p
酉阳综合,http://zj.zh.kg:4070/rtp/235.254.198.236:7980$576p
酉阳综合,http://zj.zh.kg:4070/rtp/235.254.199.236:7980$576p
万州文旅,http://zj.zh.kg:4070/rtp/235.254.198.200:7980$576p
万州文旅,http://zj.zh.kg:4070/rtp/235.254.199.200:7980$576p
丰都综合,http://zj.zh.kg:4070/rtp/235.254.198.221:7980$576p
丰都综合,http://zj.zh.kg:4070/rtp/235.254.199.221:7980$576p
城口综合,http://zj.zh.kg:4070/rtp/235.254.198.218:7980$576p
城口综合,http://zj.zh.kg:4070/rtp/235.254.199.218:7980$576p
巫山综合,http://zj.zh.kg:4070/rtp/235.254.198.212:7980
巫山综合,http://zj.zh.kg:4070/rtp/235.254.199.212:7980$1080p
巫溪综合,http://zj.zh.kg:4070/rtp/235.254.198.215:7980$1080p
巫溪综合,http://zj.zh.kg:4070/rtp/235.254.199.215:7980$1080p
开州综合,http://zj.zh.kg:4070/rtp/235.254.198.203:7980$1080p
开州综合,http://zj.zh.kg:4070/rtp/235.254.199.145:7980$1080p
开州综合,http://zj.zh.kg:4070/rtp/235.254.199.203:7980$1080p
武隆综合,http://zj.zh.kg:4070/rtp/235.254.198.227:7980$576p
武隆综合,http://zj.zh.kg:4070/rtp/235.254.199.227:7980$576p
荣昌综合,http://zj.zh.kg:4070/rtp/235.254.198.106:7980$576p
荣昌综合,http://zj.zh.kg:4070/rtp/235.254.199.106:7980$576p
石柱综合,http://zj.zh.kg:4070/rtp/235.254.198.224:7980
石柱综合,http://zj.zh.kg:4070/rtp/235.254.199.224:7980
BRTV卡酷少儿,http://zj.zh.kg:4070/rtp/235.254.197.166:7980$576p
BRTV卡酷少儿,http://zj.zh.kg:4070/rtp/235.254.199.49:7980$576p
CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.197.1:7980$576p
CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.199.1:7980$576p
CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.199.51:7980$1080p
CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.199.80:7980$1080p
CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.199.92:7980$1080p
CCTV-2 财经,http://zj.zh.kg:4070/rtp/235.254.197.2:7980$576p
CCTV-2 财经,http://zj.zh.kg:4070/rtp/235.254.199.2:7980$576p
CCTV-2 财经,http://zj.zh.kg:4070/rtp/235.254.199.52:7980$1080p
CCTV-3 综艺,http://zj.zh.kg:4070/rtp/235.254.199.13:7980$1080p
CCTV-3 综艺,http://zj.zh.kg:4070/rtp/235.254.199.141:7980$576p
CCTV-3 综艺,http://zj.zh.kg:4070/rtp/235.254.199.53:7980$1080p
CCTV-4 中文国际,http://zj.zh.kg:4070/rtp/235.254.197.3:7980$576p
CCTV-4 中文国际,http://zj.zh.kg:4070/rtp/235.254.198.183:7980$1080p
CCTV-4 中文国际,http://zj.zh.kg:4070/rtp/235.254.199.183:7980$1080p
CCTV-4 中文国际,http://zj.zh.kg:4070/rtp/235.254.199.3:7980$576p
CCTV-5 体育,http://zj.zh.kg:4070/rtp/235.254.199.142:7980$576p
CCTV-5 体育,http://zj.zh.kg:4070/rtp/235.254.199.146:7980$1080p
CCTV-5 体育,http://zj.zh.kg:4070/rtp/235.254.199.14:7980$1080p
CCTV-5 体育,http://zj.zh.kg:4070/rtp/235.254.199.54:7980$1080p
CCTV-5+ 体育赛事,http://zj.zh.kg:4070/rtp/235.254.199.121:7980$1080p
CCTV-6 电影,http://zj.zh.kg:4070/rtp/235.254.199.143:7980$576p
CCTV-6 电影,http://zj.zh.kg:4070/rtp/235.254.199.55:7980$1080p
CCTV-7 国防军事,http://zj.zh.kg:4070/rtp/235.254.197.4:7980$576p
CCTV-7 国防军事,http://zj.zh.kg:4070/rtp/235.254.199.4:7980$576p
CCTV-7 国防军事,http://zj.zh.kg:4070/rtp/235.254.199.56:7980$1080p
CCTV-7 国防军事,http://zj.zh.kg:4070/rtp/235.254.199.83:7980$1080p
CCTV-8 电视剧,http://zj.zh.kg:4070/rtp/235.254.199.144:7980$576p
CCTV-8 电视剧,http://zj.zh.kg:4070/rtp/235.254.199.57:7980$1080p
CCTV-9 纪录,http://zj.zh.kg:4070/rtp/235.254.199.58:7980$1080p
CCTV-9 纪录,http://zj.zh.kg:4070/rtp/235.254.199.5:7980$576p
CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.197.6:7980$576p
CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.199.59:7980$1080p
CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.199.6:7980$576p
CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.199.88:7980$1080p
CCTV-11 戏曲,http://zj.zh.kg:4070/rtp/235.254.197.161:7980$1080p
CCTV-11 戏曲,http://zj.zh.kg:4070/rtp/235.254.197.7:7980$576p
CCTV-11 戏曲,http://zj.zh.kg:4070/rtp/235.254.199.7:7980$576p
CCTV-12 社会与法,http://zj.zh.kg:4070/rtp/235.254.197.8:7980$576p
CCTV-12 社会与法,http://zj.zh.kg:4070/rtp/235.254.199.60:7980$1080p
CCTV-12 社会与法,http://zj.zh.kg:4070/rtp/235.254.199.8:7980$576p
CCTV-13 新闻,http://zj.zh.kg:4070/rtp/235.254.197.162:7980$1080p
CCTV-13 新闻,http://zj.zh.kg:4070/rtp/235.254.197.9:7980$576p
CCTV-13 新闻,http://zj.zh.kg:4070/rtp/235.254.199.9:7980$576p
CCTV-14 少儿,http://zj.zh.kg:4070/rtp/235.254.197.10:7980$576p
CCTV-14 少儿,http://zj.zh.kg:4070/rtp/235.254.199.10:7980$576p
CCTV-14 少儿,http://zj.zh.kg:4070/rtp/235.254.199.61:7980$1080p
CCTV-15 音乐,http://zj.zh.kg:4070/rtp/235.254.197.11:7980$576p
CCTV-15 音乐,http://zj.zh.kg:4070/rtp/235.254.197.163:7980$1080p
CCTV-15 音乐,http://zj.zh.kg:4070/rtp/235.254.199.12:7980$576p
CCTV-15 音乐,http://zj.zh.kg:4070/rtp/235.254.199.77:7980$1080p
CCTV-17 农业农村,http://zj.zh.kg:4070/rtp/235.254.198.130:7980$1080p
CCTV-17 农业农村,http://zj.zh.kg:4070/rtp/235.254.198.131:7980$576p
CCTV-17 农业农村,http://zj.zh.kg:4070/rtp/235.254.199.130:7980$1080p
CCTV-17 农业农村,http://zj.zh.kg:4070/rtp/235.254.199.131:7980$576p
CCTV世界地理,http://zj.zh.kg:4070/rtp/235.254.199.194:7980$1080p
CCTV兵器科技,http://zj.zh.kg:4070/rtp/235.254.199.202:7980$1080p
CCTV卫生健康,http://zj.zh.kg:4070/rtp/235.254.197.146:7980$1080p
CCTV央视台球,http://zj.zh.kg:4070/rtp/235.254.199.193:7980$1080p
CCTV央视文化精品,http://zj.zh.kg:4070/rtp/235.254.199.210:7980$1080p
CCTV女性时尚,http://zj.zh.kg:4070/rtp/235.254.199.195:7980$1080p
CCTV怀旧剧场,http://zj.zh.kg:4070/rtp/235.254.199.205:7980$1080p
CCTV电视指南,http://zj.zh.kg:4070/rtp/235.254.199.189:7980$1080p
CCTV第一剧场,http://zj.zh.kg:4070/rtp/235.254.199.211:7980$1080p
CCTV风云剧场,http://zj.zh.kg:4070/rtp/235.254.199.207:7980$1080p
CCTV风云足球,http://zj.zh.kg:4070/rtp/235.254.199.204:7980$1080p
CCTV风云音乐,http://zj.zh.kg:4070/rtp/235.254.199.208:7980$1080p
CCTV高尔夫网球,http://zj.zh.kg:4070/rtp/235.254.199.192:7980$1080p
CETV1,http://zj.zh.kg:4070/rtp/235.254.197.172:7980$576p
CETV1,http://zj.zh.kg:4070/rtp/235.254.198.196:7980$1080p
CETV1,http://zj.zh.kg:4070/rtp/235.254.199.196:7980$1080p
CETV4,http://zj.zh.kg:4070/rtp/235.254.197.53:7980$1080p
CETV4,http://zj.zh.kg:4070/rtp/235.254.198.197:7980$576p
CETV4,http://zj.zh.kg:4070/rtp/235.254.199.197:7980$576p
CETV早期教育,http://zj.zh.kg:4070/rtp/235.254.199.201:7980$576p
CGTN,http://zj.zh.kg:4070/rtp/235.254.197.5:7980$576p
CGTN,http://zj.zh.kg:4070/rtp/235.254.199.11:7980$576p
CHC动作电影,http://zj.zh.kg:4070/rtp/235.254.198.247:7980$1080p
CHC动作电影,http://zj.zh.kg:4070/rtp/235.254.199.247:7980$1080p
CHC家庭影院,http://zj.zh.kg:4070/rtp/235.254.198.246:7980$1080p
CHC家庭影院,http://zj.zh.kg:4070/rtp/235.254.199.246:7980$1080p
CHC影迷电影,http://zj.zh.kg:4070/rtp/235.254.198.248:7980$1080p
CHC影迷电影,http://zj.zh.kg:4070/rtp/235.254.199.248:7980$1080p
东方卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.190:7980$2160p
北京卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.50:7980$2160p
四川卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.197:7980$2160p
山东卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.195:7980$2160p
广东卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.55:7980$2160p
江苏卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.191:7980$2160p
浙江卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.194:7980$2160p
深圳卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.56:7980$2160p
湖南卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.196:7980$2160p
湖南卫视4K,http://zj.zh.kg:4070/rtp/235.254.197.52:7980$2160p
东南卫视,http://zj.zh.kg:4070/rtp/235.254.197.24:7980$576p
东南卫视,http://zj.zh.kg:4070/rtp/235.254.198.129:7980$1080p
东南卫视,http://zj.zh.kg:4070/rtp/235.254.199.129:7980$1080p
东南卫视,http://zj.zh.kg:4070/rtp/235.254.199.35:7980$576p
东方卫视,http://zj.zh.kg:4070/rtp/235.254.197.13:7980$576p
东方卫视,http://zj.zh.kg:4070/rtp/235.254.199.33:7980$576p
东方卫视,http://zj.zh.kg:4070/rtp/235.254.199.73:7980$1080p
云南卫视,http://zj.zh.kg:4070/rtp/235.254.197.177:7980$576p
云南卫视,http://zj.zh.kg:4070/rtp/235.254.197.181:7980$576p
云南卫视,http://zj.zh.kg:4070/rtp/235.254.199.25:7980$576p
兵团卫视,http://zj.zh.kg:4070/rtp/235.254.197.171:7980$576p
兵团卫视,http://zj.zh.kg:4070/rtp/235.254.197.183:7980$1080p
内蒙古卫视,http://zj.zh.kg:4070/rtp/235.254.197.169:7980$576p
内蒙古卫视,http://zj.zh.kg:4070/rtp/235.254.197.200:7980$1080p
内蒙古卫视,http://zj.zh.kg:4070/rtp/235.254.199.42:7980$576p
北京卫视,http://zj.zh.kg:4070/rtp/235.254.197.14:7980$576p
北京卫视,http://zj.zh.kg:4070/rtp/235.254.199.21:7980$576p
北京卫视,http://zj.zh.kg:4070/rtp/235.254.199.66:7980$1080p
吉林卫视,http://zj.zh.kg:4070/rtp/235.254.197.29:7980$576p
吉林卫视,http://zj.zh.kg:4070/rtp/235.254.199.138:7980$576p
吉林卫视,http://zj.zh.kg:4070/rtp/235.254.199.39:7980$576p
四川卫视,http://zj.zh.kg:4070/rtp/235.254.197.33:7980$576p
四川卫视,http://zj.zh.kg:4070/rtp/235.254.198.175:7980$1080p
四川卫视,http://zj.zh.kg:4070/rtp/235.254.198.245:7980
四川卫视,http://zj.zh.kg:4070/rtp/235.254.199.175:7980$1080p
四川卫视,http://zj.zh.kg:4070/rtp/235.254.199.28:7980$576p
天津卫视,http://zj.zh.kg:4070/rtp/235.254.197.28:7980$576p
天津卫视,http://zj.zh.kg:4070/rtp/235.254.199.22:7980$576p
天津卫视,http://zj.zh.kg:4070/rtp/235.254.199.67:7980$1080p
宁夏卫视,http://zj.zh.kg:4070/rtp/235.254.197.138:7980$1080p
宁夏卫视,http://zj.zh.kg:4070/rtp/235.254.197.149:7980$576p
宁夏卫视,http://zj.zh.kg:4070/rtp/235.254.197.155:7980$576p
宁夏卫视,http://zj.zh.kg:4070/rtp/235.254.199.45:7980$576p
安徽卫视,http://zj.zh.kg:4070/rtp/235.254.197.18:7980$576p
安徽卫视,http://zj.zh.kg:4070/rtp/235.254.199.20:7980$576p
安徽卫视,http://zj.zh.kg:4070/rtp/235.254.199.65:7980$1080p
山东卫视,http://zj.zh.kg:4070/rtp/235.254.197.19:7980$576p
山东卫视,http://zj.zh.kg:4070/rtp/235.254.199.24:7980$576p
山东卫视,http://zj.zh.kg:4070/rtp/235.254.199.69:7980$1080p
山东教育,http://zj.zh.kg:4070/rtp/235.254.197.54:7980$1080p
山东教育,http://zj.zh.kg:4070/rtp/235.254.198.153:7980$576p
山东教育,http://zj.zh.kg:4070/rtp/235.254.199.153:7980$576p
山西卫视,http://zj.zh.kg:4070/rtp/235.254.197.31:7980$576p
山西卫视,http://zj.zh.kg:4070/rtp/235.254.199.41:7980$576p
广东卫视,http://zj.zh.kg:4070/rtp/235.254.197.186:7980$1080p
广东卫视,http://zj.zh.kg:4070/rtp/235.254.197.21:7980$576p
广东卫视,http://zj.zh.kg:4070/rtp/235.254.199.37:7980$576p
广西卫视,http://zj.zh.kg:4070/rtp/235.254.197.22:7980$576p
广西卫视,http://zj.zh.kg:4070/rtp/235.254.199.38:7980$576p
新疆卫视,http://zj.zh.kg:4070/rtp/235.254.197.170:7980$576p
新疆卫视,http://zj.zh.kg:4070/rtp/235.254.197.178:7980$1080p
新疆卫视,http://zj.zh.kg:4070/rtp/235.254.199.47:7980$576p
江苏卫视,http://zj.zh.kg:4070/rtp/235.254.197.15:7980$576p
江苏卫视,http://zj.zh.kg:4070/rtp/235.254.199.19:7980$576p
江苏卫视,http://zj.zh.kg:4070/rtp/235.254.199.64:7980$1080p
江西卫视,http://zj.zh.kg:4070/rtp/235.254.197.26:7980$576p
江西卫视,http://zj.zh.kg:4070/rtp/235.254.198.190:7980$1080p
江西卫视,http://zj.zh.kg:4070/rtp/235.254.199.190:7980$1080p
江西卫视,http://zj.zh.kg:4070/rtp/235.254.199.29:7980$576p
河北卫视,http://zj.zh.kg:4070/rtp/235.254.197.37:7980$576p
河北卫视,http://zj.zh.kg:4070/rtp/235.254.198.184:7980$1080p
河北卫视,http://zj.zh.kg:4070/rtp/235.254.199.184:7980$1080p
河北卫视,http://zj.zh.kg:4070/rtp/235.254.199.36:7980$576p
河南卫视,http://zj.zh.kg:4070/rtp/235.254.197.27:7980$576p
河南卫视,http://zj.zh.kg:4070/rtp/235.254.198.135:7980$1080p
河南卫视,http://zj.zh.kg:4070/rtp/235.254.199.135:7980$1080p
河南卫视,http://zj.zh.kg:4070/rtp/235.254.199.26:7980$576p
浙江卫视,http://zj.zh.kg:4070/rtp/235.254.197.16:7980$576p
浙江卫视,http://zj.zh.kg:4070/rtp/235.254.199.18:7980$576p
浙江卫视,http://zj.zh.kg:4070/rtp/235.254.199.63:7980$1080p
海南卫视,http://zj.zh.kg:4070/rtp/235.254.197.23:7980$576p
海南卫视,http://zj.zh.kg:4070/rtp/235.254.198.176:7980
海南卫视,http://zj.zh.kg:4070/rtp/235.254.199.176:7980$1080p
海南卫视,http://zj.zh.kg:4070/rtp/235.254.199.44:7980$576p
深圳卫视,http://zj.zh.kg:4070/rtp/235.254.197.167:7980$576p
深圳卫视,http://zj.zh.kg:4070/rtp/235.254.199.31:7980$576p
深圳卫视,http://zj.zh.kg:4070/rtp/235.254.199.71:7980$1080p
湖北卫视,http://zj.zh.kg:4070/rtp/235.254.197.25:7980$576p
湖北卫视,http://zj.zh.kg:4070/rtp/235.254.199.32:7980$576p
湖北卫视,http://zj.zh.kg:4070/rtp/235.254.199.72:7980$1080p
湖南卫视,http://zj.zh.kg:4070/rtp/235.254.197.20:7980$576p
湖南卫视,http://zj.zh.kg:4070/rtp/235.254.199.139:7980$576p
湖南卫视,http://zj.zh.kg:4070/rtp/235.254.199.17:7980$576p
湖南卫视,http://zj.zh.kg:4070/rtp/235.254.199.62:7980$1080p
甘肃卫视,http://zj.zh.kg:4070/rtp/235.254.197.175:7980$576p
甘肃卫视,http://zj.zh.kg:4070/rtp/235.254.197.176:7980$1080p
甘肃卫视,http://zj.zh.kg:4070/rtp/235.254.199.48:7980$576p
西藏卫视,http://zj.zh.kg:4070/rtp/235.254.197.168:7980$576p
西藏卫视,http://zj.zh.kg:4070/rtp/235.254.197.184:7980$1080p
西藏卫视,http://zj.zh.kg:4070/rtp/235.254.199.46:7980$576p
贵州卫视,http://zj.zh.kg:4070/rtp/235.254.197.32:7980$576p
贵州卫视,http://zj.zh.kg:4070/rtp/235.254.198.185:7980$1080p
贵州卫视,http://zj.zh.kg:4070/rtp/235.254.199.185:7980$1080p
贵州卫视,http://zj.zh.kg:4070/rtp/235.254.199.30:7980$576p
辽宁卫视,http://zj.zh.kg:4070/rtp/235.254.197.17:7980$576p
辽宁卫视,http://zj.zh.kg:4070/rtp/235.254.199.23:7980$576p
辽宁卫视,http://zj.zh.kg:4070/rtp/235.254.199.68:7980$1080p
陕西卫视,http://zj.zh.kg:4070/rtp/235.254.197.198:7980$1080p
陕西卫视,http://zj.zh.kg:4070/rtp/235.254.197.36:7980$576p
陕西卫视,http://zj.zh.kg:4070/rtp/235.254.199.40:7980$576p
青海卫视,http://zj.zh.kg:4070/rtp/235.254.197.129:7980$576p
青海卫视,http://zj.zh.kg:4070/rtp/235.254.199.43:7980$576p
黑龙江卫视,http://zj.zh.kg:4070/rtp/235.254.197.243:7980$1080p
黑龙江卫视,http://zj.zh.kg:4070/rtp/235.254.197.30:7980$576p
黑龙江卫视,http://zj.zh.kg:4070/rtp/235.254.199.27:7980$576p
黑龙江卫视,http://zj.zh.kg:4070/rtp/235.254.199.70:7980$1080p

东方财经,http://zj.zh.kg:4070/rtp/235.254.198.103:7980$1080p
东方财经,http://zj.zh.kg:4070/rtp/235.254.199.103:7980$1080p
乐游,http://zj.zh.kg:4070/rtp/235.254.197.153:7980$1080p
乐游,http://zj.zh.kg:4070/rtp/235.254.197.39:7980$576p
动漫秀场,http://zj.zh.kg:4070/rtp/235.254.197.152:7980$1080p
动漫秀场,http://zj.zh.kg:4070/rtp/235.254.197.47:7980$576p
游戏风云,http://zj.zh.kg:4070/rtp/235.254.197.159:7980$1080p
游戏风云,http://zj.zh.kg:4070/rtp/235.254.197.46:7980$576p
生活时尚,http://zj.zh.kg:4070/rtp/235.254.197.160:7980$1080p
生活时尚,http://zj.zh.kg:4070/rtp/235.254.197.44:7980$576p
都市剧场,http://zj.zh.kg:4070/rtp/235.254.197.151:7980$1080p
都市剧场,http://zj.zh.kg:4070/rtp/235.254.197.41:7980$576p
金色学堂,http://zj.zh.kg:4070/rtp/235.254.197.157:7980$1080p
金色学堂,http://zj.zh.kg:4070/rtp/235.254.197.40:7980$576p
多彩文体,http://zj.zh.kg:4070/rtp/235.254.197.150:7980$1080p
嘉佳卡通,http://zj.zh.kg:4070/rtp/235.254.197.182:7980$576p
嘉佳卡通,http://zj.zh.kg:4070/rtp/235.254.199.110:7980$576p
快乐垂钓,http://zj.zh.kg:4070/rtp/235.254.198.191:7980$1080p
快乐垂钓,http://zj.zh.kg:4070/rtp/235.254.199.191:7980
文物宝库,http://zj.zh.kg:4070/rtp/235.254.198.132:7980$1080p
文物宝库,http://zj.zh.kg:4070/rtp/235.254.199.132:7980
梨园频道,http://zj.zh.kg:4070/rtp/235.254.198.163:7980
梨园频道,http://zj.zh.kg:4070/rtp/235.254.199.163:7980$1080p
武术世界,http://zj.zh.kg:4070/rtp/235.254.198.107:7980$1080p
武术世界,http://zj.zh.kg:4070/rtp/235.254.199.107:7980$1080p
求索纪录,http://zj.zh.kg:4070/rtp/235.254.198.251:7980$1080p
求索纪录,http://zj.zh.kg:4070/rtp/235.254.199.251:7980$1080p
法治天地,http://zj.zh.kg:4070/rtp/235.254.197.154:7980$1080p
法治天地,http://zj.zh.kg:4070/rtp/235.254.197.43:7980$576p
书画,http://zj.zh.kg:4070/rtp/235.254.198.199:7980$576p
书画,http://zj.zh.kg:4070/rtp/235.254.199.199:7980$576p
精彩导视,http://zj.zh.kg:4070/rtp/235.254.197.127:7980$1080p
精彩影视,http://zj.zh.kg:4070/rtp/235.254.198.250:7980$1080p
精彩影视,http://zj.zh.kg:4070/rtp/235.254.199.250:7980$1080p
节目预告,http://zj.zh.kg:4070/rtp/235.254.197.51:7980$576p
金鹰卡通,http://zj.zh.kg:4070/rtp/235.254.197.165:7980$576p
金鹰卡通,http://zj.zh.kg:4070/rtp/235.254.199.50:7980$576p
华数电影4K,http://zj.zh.kg:4070/rtp/235.254.198.102:7980$1080p
华数1,http://zj.zh.kg:4070/rtp/235.254.199.15:7980$1080p
华数2,http://zj.zh.kg:4070/rtp/235.254.199.16:7980$1080p
华数3,http://zj.zh.kg:4070/rtp/235.254.199.74:7980$1080p
华数4,http://zj.zh.kg:4070/rtp/235.254.199.75:7980$1080p
华数5,http://zj.zh.kg:4070/rtp/235.254.199.76:7980$1080p
华数6,http://zj.zh.kg:4070/rtp/235.254.199.81:7980$1080p
华数7,http://zj.zh.kg:4070/rtp/235.254.199.87:7980$1080p
华数8,http://zj.zh.kg:4070/rtp/235.254.199.91:7980$1080p
华数9,http://zj.zh.kg:4070/rtp/235.254.199.97:7980$1080p
华数10,http://zj.zh.kg:4070/rtp/235.254.199.98:7980$1080p
华数11,http://zj.zh.kg:4070/rtp/235.254.199.99:7980$1080p
华数12,http://zj.zh.kg:4070/rtp/235.254.199.100:7980$1080p
华数13,http://zj.zh.kg:4070/rtp/235.254.199.101:7980$1080p
华数14,http://zj.zh.kg:4070/rtp/235.254.199.102:7980$1080p
华数15,http://zj.zh.kg:4070/rtp/235.254.199.113:7980$1080p
华数16,http://zj.zh.kg:4070/rtp/235.254.199.114:7980$1080p
华数17,http://zj.zh.kg:4070/rtp/235.254.199.115:7980$1080p
华数18,http://zj.zh.kg:4070/rtp/235.254.199.116:7980$1080p
华数19,http://zj.zh.kg:4070/rtp/235.254.199.117:7980$1080p
电影1,http://zj.zh.kg:4070/rtp/235.254.199.95:7980$1080p
央视网CCTV-1 综合,http://zj.zh.kg:4070/rtp/235.254.199.79:7980$1080p
央视网CCTV-4 中文国际,http://zj.zh.kg:4070/rtp/235.254.199.78:7980$1080p
央视网CCTV-5 体育,http://zj.zh.kg:4070/rtp/235.254.199.96:7980$1080p
央视网CCTV-7 国防军事,http://zj.zh.kg:4070/rtp/235.254.199.94:7980$1080p
央视网CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.199.119:7980$1080p
央视网CCTV-10 科教,http://zj.zh.kg:4070/rtp/235.254.199.82:7980$1080p
央视网CCTV-11 戏曲,http://zj.zh.kg:4070/rtp/235.254.199.118:7980$1080p
广播,http://zj.zh.kg:4070/rtp/235.254.198.206:7980
广播,http://zj.zh.kg:4070/rtp/235.254.198.233:7980
游戏直播,http://zj.zh.kg:4070/rtp/235.254.198.134:7980
游戏直播,http://zj.zh.kg:4070/rtp/235.254.198.161:7980
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.130:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.131:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.132:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.133:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.134:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.135:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.136:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.233:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.235:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.236:7980$1080p
BESTV,http://zj.zh.kg:4070/rtp/235.254.197.250:7980$1080p
重庆电信-组播3,#genre#
重庆卫视,http://www.wpfhome.cn:5555/rtp/235.254.197.103:7980$576p
重庆卫视,http://www.wpfhome.cn:5555/rtp/235.254.197.237:7980$1080p
重庆卫视,http://www.wpfhome.cn:5555/rtp/235.254.199.34:7980$576p
重广融媒,http://www.wpfhome.cn:5555/rtp/235.254.197.114:7980$1080p
重庆少儿,http://www.wpfhome.cn:5555/rtp/235.254.197.110:7980$576p
重庆少儿,http://www.wpfhome.cn:5555/rtp/235.254.198.166:7980$1080p
重庆少儿,http://www.wpfhome.cn:5555/rtp/235.254.199.166:7980
重庆影视剧,http://www.wpfhome.cn:5555/rtp/235.254.197.105:7980$576p
重庆影视剧,http://www.wpfhome.cn:5555/rtp/235.254.198.180:7980
重庆影视剧,http://www.wpfhome.cn:5555/rtp/235.254.199.180:7980$1080p
重庆文体娱乐,http://www.wpfhome.cn:5555/rtp/235.254.197.108:7980$576p
重庆文体娱乐,http://www.wpfhome.cn:5555/rtp/235.254.198.187:7980$1080p
重庆文体娱乐,http://www.wpfhome.cn:5555/rtp/235.254.199.187:7980$1080p
重庆新农村,http://www.wpfhome.cn:5555/rtp/235.254.197.109:7980$576p
重庆新农村,http://www.wpfhome.cn:5555/rtp/235.254.198.174:7980$576p
重庆新农村,http://www.wpfhome.cn:5555/rtp/235.254.198.186:7980$1080p
重庆新农村,http://www.wpfhome.cn:5555/rtp/235.254.199.174:7980$576p
重庆新农村,http://www.wpfhome.cn:5555/rtp/235.254.199.186:7980
重庆新闻,http://www.wpfhome.cn:5555/rtp/235.254.197.104:7980$576p
重庆新闻,http://www.wpfhome.cn:5555/rtp/235.254.197.199:7980
重庆汽摩,http://www.wpfhome.cn:5555/rtp/235.254.197.117:7980$576p
重庆汽摩,http://www.wpfhome.cn:5555/rtp/235.254.198.169:7980$1080p
重庆汽摩,http://www.wpfhome.cn:5555/rtp/235.254.199.169:7980
重庆电信宣传,http://www.wpfhome.cn:5555/rtp/235.254.198.173:7980
重庆电信宣传,http://www.wpfhome.cn:5555/rtp/235.254.198.209:7980
重庆电信宣传,http://www.wpfhome.cn:5555/rtp/235.254.198.230:7980
重庆电信宣传,http://www.wpfhome.cn:5555/rtp/235.254.198.239:7980
重庆社会与法,http://www.wpfhome.cn:5555/rtp/235.254.197.106:7980$576p
重庆社会与法,http://www.wpfhome.cn:5555/rtp/235.254.198.181:7980
重庆社会与法,http://www.wpfhome.cn:5555/rtp/235.254.199.181:7980$1080p
重庆移动电视,http://www.wpfhome.cn:5555/rtp/235.254.198.170:7980$1080p
重庆移动电视,http://www.wpfhome.cn:5555/rtp/235.254.199.170:7980
重庆红叶,http://www.wpfhome.cn:5555/rtp/235.254.197.111:7980$576p
重庆红叶,http://www.wpfhome.cn:5555/rtp/235.254.198.188:7980$1080p
重庆红叶,http://www.wpfhome.cn:5555/rtp/235.254.199.188:7980$1080p
重庆红岩文化,http://www.wpfhome.cn:5555/rtp/235.254.197.107:7980$576p
重庆红岩文化,http://www.wpfhome.cn:5555/rtp/235.254.198.182:7980
